Time,"Temp:Acpitz,0","Temp:Acpitz,1","Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Iwlwifi_1,0","Temp:Composite,0","Temp:Sensor1,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,"Power:package-0,0","Power:core,0","Power:uncore,0","Power:psys,0",Throttle
2026-04-22_23:05:46,55.0,50.0,56.0,48.0,46.0,56.0,42.0,39.0,35.9,36.9,2574,1119,2673,2799,2800,2800,2800,2800,2800,14.0,1.5,1.0,100.0,2.4,0.0,2.9,1.4,2.9,7.2,4.3,0.7,2.3,
2026-04-22_23:05:48,55.0,50.0,57.0,48.0,47.0,57.0,41.0,39.0,35.9,36.9,2800,2800,2800,2799,2800,2800,2800,2800,2800,14.2,2.9,3.4,100.0,0.5,0.0,2.4,1.5,2.5,7.2,4.3,0.7,2.3,
2026-04-22_23:05:50,55.0,50.0,56.0,48.0,47.0,56.0,43.0,39.0,36.9,36.9,2397,2341,2153,2800,2800,682,2800,2800,2800,14.2,2.5,2.4,100.0,1.5,1.9,4.4,0.5,0.5,7.2,4.3,0.8,2.3,
2026-04-22_23:05:52,55.0,50.0,54.0,48.0,47.0,54.0,42.0,39.0,36.9,35.9,1888,1742,2190,2758,1808,2064,1232,2800,514,14.2,2.9,2.0,100.0,1.9,0.0,5.7,1.0,0.0,7.2,4.3,0.7,2.3,
2026-04-22_23:05:54,55.0,50.0,56.0,48.0,47.0,56.0,42.0,39.0,35.9,36.9,2574,1623,2800,2800,2800,2174,2800,2800,2800,13.9,1.9,2.9,100.0,2.0,0.0,1.5,2.4,0.5,7.2,4.3,0.7,2.3,
2026-04-22_23:05:56,55.0,50.0,56.0,48.0,47.0,56.0,42.0,39.0,36.9,35.9,2651,1614,2800,2800,2800,2800,2800,2800,2800,14.2,2.0,0.5,100.0,2.9,0.0,0.0,5.8,2.0,7.1,4.3,0.7,2.3,
2026-04-22_23:05:58,55.0,50.0,57.0,48.0,47.0,57.0,43.0,39.0,35.9,35.9,2573,1744,2800,2799,2800,2414,2800,2430,2800,14.2,3.9,1.0,100.0,1.0,0.0,0.5,4.4,2.4,7.1,4.2,0.7,2.3,
2026-04-22_23:06:01,55.0,50.0,56.0,48.0,47.0,56.0,43.0,39.0,35.9,36.9,2532,873,2800,2799,2800,2800,2583,2799,2800,14.4,1.0,2.9,99.5,1.0,1.9,2.4,6.8,0.0,7.2,4.2,0.8,2.3,
2026-04-22_23:06:03,55.0,50.0,52.0,47.0,47.0,52.0,42.0,39.0,37.9,35.9,2069,806,2800,1482,1760,2506,2800,2377,2023,14.5,1.5,1.4,100.0,3.9,1.5,1.5,4.4,1.5,7.2,4.3,0.7,2.3,
2026-04-22_23:06:05,55.0,50.0,56.0,48.0,47.0,56.0,42.0,39.0,35.9,35.9,2399,1967,2800,2034,2800,2800,1925,2070,2800,14.3,2.0,1.0,100.0,0.0,1.0,2.4,3.9,3.9,7.1,4.2,0.7,2.3,
2026-04-22_23:06:07,55.0,50.0,57.0,48.0,46.0,57.0,42.0,39.0,35.9,35.9,2469,1585,2800,2799,2800,1370,2800,2800,2800,14.2,2.9,0.5,100.0,0.0,0.5,2.9,3.4,3.4,7.1,4.3,0.7,2.3,
2026-04-22_23:06:09,55.0,50.0,56.0,48.0,46.0,56.0,43.0,39.0,35.9,35.9,2608,1271,2800,2799,2800,2800,2800,2799,2800,14.1,2.4,0.5,100.0,2.9,0.5,2.4,3.4,1.0,7.1,4.2,0.7,2.3,
2026-04-22_23:06:11,55.0,50.0,56.0,48.0,47.0,56.0,42.0,39.0,35.9,35.9,2460,2279,2800,2800,603,2800,2800,2800,2800,14.7,2.4,1.4,100.0,0.5,1.9,2.9,4.4,4.3,7.2,4.3,0.8,2.3,
2026-04-22_23:06:13,55.0,50.0,55.0,48.0,47.0,54.0,42.0,39.0,35.9,35.9,1644,1089,479,1499,2800,1136,1853,1500,2800,14.1,3.4,0.0,100.0,1.0,0.0,2.4,3.9,2.0,7.2,4.2,0.7,2.3,
2026-04-22_23:06:15,55.0,50.0,56.0,48.0,46.0,56.0,42.0,39.0,35.9,35.9,2571,2642,2800,2800,2800,1133,2800,2800,2800,14.3,3.9,0.5,100.0,0.5,0.0,2.9,3.4,2.9,7.2,4.3,0.7,2.3,
2026-04-22_23:06:17,55.0,50.0,57.0,48.0,46.0,57.0,42.0,39.0,35.9,35.9,2719,2155,2800,2800,2800,2800,2800,2800,2800,14.2,3.4,0.5,100.0,1.0,0.0,3.8,4.4,0.5,7.1,4.2,0.7,2.3,
2026-04-22_23:06:19,55.0,50.0,55.0,48.0,47.0,56.0,42.0,39.0,35.9,35.9,1878,1012,2800,2799,785,1026,2800,2800,1000,14.5,4.4,1.4,100.0,1.0,0.5,2.9,3.4,2.4,7.2,4.2,0.8,2.3,
2026-04-22_23:06:21,55.0,50.0,54.0,48.0,47.0,54.0,42.0,39.0,35.9,35.9,1369,992,1071,1299,2800,1055,792,1394,1552,14.5,3.4,0.0,100.0,2.4,1.9,1.0,4.4,2.9,7.2,4.2,0.7,2.3,
2026-04-22_23:06:23,55.0,50.0,56.0,48.0,47.0,56.0,42.0,39.0,35.9,35.9,2553,1576,2800,2799,2800,2050,2800,2800,2800,14.4,3.4,1.0,100.0,3.4,2.4,0.0,3.9,1.5,7.2,4.2,0.7,2.3,
2026-04-22_23:06:25,55.0,50.0,56.0,48.0,47.0,56.0,43.0,39.0,35.9,35.9,2634,2154,2800,2800,2800,2124,2800,2799,2800,13.9,2.9,0.0,100.0,1.0,2.0,0.0,2.9,2.5,7.1,4.2,0.7,2.3,
2026-04-22_23:06:27,55.0,50.0,56.0,48.0,46.0,56.0,41.0,39.0,35.9,35.9,2046,1703,2800,2800,2800,400,2800,2454,617,14.4,3.4,0.0,100.0,0.5,1.9,1.9,4.3,2.9,7.1,4.2,0.7,2.3,
2026-04-22_23:06:29,55.0,50.0,55.0,48.0,47.0,55.0,42.0,40.0,35.9,35.9,1677,1262,2800,2800,542,1733,894,2800,582,14.2,2.0,1.0,100.0,0.0,2.9,3.4,2.9,1.0,7.2,4.2,0.8,2.3,
2026-04-22_23:06:32,55.0,50.0,57.0,48.0,47.0,57.0,42.0,39.0,35.9,35.9,2379,1621,2524,2799,2800,893,2800,2800,2800,14.3,1.5,4.4,100.0,0.0,4.9,3.4,0.0,0.5,7.2,4.3,0.7,2.3,
2026-04-22_23:06:34,55.0,50.0,57.0,48.0,47.0,57.0,41.0,39.0,35.9,36.9,2379,2127,2505,2799,2800,400,2800,2800,2800,14.1,4.4,2.4,100.0,0.0,1.5,3.4,0.0,1.0,7.2,4.3,0.7,2.3,
2026-04-22_23:06:36,55.0,50.0,56.0,48.0,47.0,56.0,42.0,39.0,36.9,36.9,2289,1895,1938,2794,2800,2800,1835,2797,1450,14.1,2.4,3.4,100.0,0.0,3.4,1.9,0.5,1.5,7.2,4.2,0.8,2.3,
2026-04-22_23:06:38,55.0,50.0,54.0,48.0,47.0,53.0,43.0,39.0,35.9,35.9,1920,1494,1300,1399,2800,1499,1268,2800,2800,14.0,2.4,2.9,100.0,0.5,1.9,2.9,0.0,1.5,7.2,4.2,0.7,2.3,
2026-04-22_23:06:40,55.0,50.0,56.0,50.0,47.0,56.0,42.0,39.0,35.9,35.9,2454,2755,2469,2759,2800,2759,2800,2800,494,14.2,2.9,2.0,100.0,0.0,1.5,3.4,0.0,3.9,7.2,4.2,0.8,2.3,
2026-04-22_23:06:42,55.0,50.0,56.0,48.0,47.0,57.0,43.0,39.0,35.9,35.9,2704,2032,2800,2800,2800,2800,2800,2805,2800,14.2,1.0,1.0,100.0,2.9,4.9,2.9,0.0,0.5,7.2,4.3,0.7,2.3,
2026-04-22_23:06:44,55.0,50.0,55.0,48.0,47.0,55.0,44.0,39.0,35.9,35.9,2023,1218,1799,2800,2524,1918,888,2234,2800,14.2,0.5,0.5,100.0,2.9,3.4,2.9,1.9,1.5,7.2,4.2,0.7,2.3,
2026-04-22_23:06:46,55.0,50.0,55.0,48.0,47.0,55.0,43.0,39.0,36.9,35.9,2348,1351,2800,2800,2517,921,2800,2800,2800,14.1,0.5,0.0,100.0,2.9,4.9,2.5,1.9,0.0,7.2,4.2,0.7,2.3,
2026-04-22_23:06:48,55.0,50.0,56.0,48.0,47.0,56.0,43.0,39.0,35.9,35.9,2355,925,1307,2800,2612,2800,2800,2800,2800,14.0,2.5,2.9,100.0,1.5,0.5,3.4,0.0,1.0,7.2,4.2,0.8,2.3,
2026-04-22_23:06:50,55.0,50.0,56.0,48.0,46.0,56.0,43.0,39.0,35.9,35.9,2159,2270,616,2800,2706,484,2800,2800,2800,14.3,1.0,1.4,100.0,4.9,1.0,0.5,3.4,2.4,7.2,4.3,0.7,2.3,
2026-04-22_23:06:52,55.0,50.0,54.0,47.0,47.0,52.0,43.0,39.0,35.9,35.9,1938,714,1581,1852,1828,2800,2800,2538,1388,14.3,2.4,3.9,100.0,2.9,1.4,0.0,2.9,1.0,7.2,4.2,0.7,2.3,
2026-04-22_23:06:54,55.0,50.0,56.0,47.0,47.0,56.0,42.0,39.0,35.9,35.9,2600,1201,2800,2800,2800,2800,2800,2800,2800,14.0,3.4,1.5,100.0,2.0,0.0,0.5,2.9,2.0,7.2,4.2,0.7,2.3,
